budget,popularity,runtime,vote_count,revenue,release_year,genres,director,vote_average,profit,roi
165000000.0,44.041186,93.0,1959,752600867.0,2010,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",Mike Mitchell,6.0,587600867.0,4.561217375757575
190000000.0,130.311355,130.0,2846,209154322.0,2015,"['Adventure', 'Family', 'Mystery', 'Science Fiction']",Brad Bird,6.2,19154322.0,1.1008122210526317
165000000.0,203.73459,102.0,6135,652105443.0,2014,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",Chris Williams,7.8,487105443.0,3.9521542
165000000.0,62.341073,108.0,4570,471222889.0,2012,"['Family', 'Animation', 'Comedy', 'Adventure']",Rich Moore,7.1,306222889.0,2.855896296969697
165000000.0,47.323228,100.0,1474,305875730.0,2004,"['Adventure', 'Animation', 'Family', 'Fantasy']",Robert Zemeckis,6.4,140875730.0,1.853792303030303
165000000.0,48.775723,120.0,2491,389681935.0,2016,"['Action', 'Adventure', 'Science Fiction']",Roland Emmerich,4.9,224681935.0,2.3617086969696968
165000000.0,67.263269,98.0,4227,494878759.0,2010,"['Fantasy', 'Adventure', 'Animation', 'Family']",Chris Sanders,7.5,329878759.0,2.999265206060606
200000000.0,69.405188,109.0,2143,435000000.0,2003,"['Action', 'Thriller', 'Science Fiction']",Jonathan Mostow,5.9,235000000.0,2.175
170000000.0,481.098624,121.0,9742,773328629.0,2014,"['Action', 'Science Fiction', 'Adventure']",James Gunn,7.9,603328629.0,4.548991935294118
165000000.0,724.247784,169.0,10867,675120017.0,2014,"['Adventure', 'Drama', 'Science Fiction']",Christopher Nolan,8.1,510120017.0,4.0916364666666665
160000000.0,167.58371,148.0,13752,825532764.0,2010,"['Action', 'Thriller', 'Science Fiction', 'Mystery', 'Adventure']",Christopher Nolan,8.1,665532764.0,5.159579775
15000000.0,9.476999,120.0,143,77000000.0,2016,"['Action', 'Adventure', 'Drama', 'Horror', 'Science Fiction']",Hideaki Anno,6.5,62000000.0,5.133333333333334
250000000.0,108.849621,169.0,8297,1021103568.0,2012,"['Adventure', 'Fantasy', 'Action']",Peter Jackson,7.0,771103568.0,4.084414272
38000000.0,6.909942,106.0,3428,207283925.0,2001,"['Action', 'Crime', 'Thriller']",Rob Cohen,6.6,169283925.0,5.454840131578948
150000000.0,60.269279,166.0,3292,333932083.0,2008,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",David Fincher,7.3,183932083.0,2.2262138866666668
160000000.0,3.195174,132.0,5181,353624124.0,2011,"['Action', 'Science Fiction', 'Adventure']",Matthew Vaughn,7.1,193624124.0,2.210150775
160000000.0,127.284427,137.0,3984,653428261.0,2015,"['Action', 'Adventure', 'Science Fiction']",Francis Lawrence,6.6,493428261.0,4.08392663125
150000000.0,35.580815,109.0,1470,215283742.0,2010,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']",Jon Turteltaub,5.8,65283742.0,1.4352249466666667
160000000.0,21.133748,99.0,583,181674817.0,2006,"['Adventure', 'Action', 'Drama', 'Thriller']",Wolfgang Petersen,5.5,21674817.0,1.13546760625
170000000.0,56.268916,113.0,1725,299370084.0,2016,['Fantasy'],James Bobin,6.5,129370084.0,1.7610004941176471
160000000.0,42.986467,93.0,2278,798958165.0,2007,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']",Chris Miller,6.0,638958165.0,4.99348853125
160000000.0,63.148529,123.0,2268,433677183.0,2016,"['Action', 'Adventure', 'Fantasy']",Duncan Jones,6.3,273677183.0,2.71048239375
155000000.0,202.042635,126.0,3631,440603537.0,2015,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",Alan Taylor,5.8,285603537.0,2.842603464516129
155000000.0,49.661984,113.0,1514,415686217.0,2010,"['Adventure', 'Family', 'Fantasy']",Michael Apted,6.2,260686217.0,2.6818465612903224
140000000.0,34.20669,183.0,1791,449220945.0,2001,"['History', 'Romance', 'War']",Michael Bay,6.6,309220945.0,3.208721035714286
150000000.0,25.468493,144.0,4040,709709780.0,2007,"['Adventure', 'Science Fiction', 'Action']",Michael Bay,6.6,559709780.0,4.7313985333333335
155000000.0,39.019229,175.0,927,167298192.0,2004,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']",Oliver Stone,5.6,12298192.0,1.0793431741935484
150000000.0,78.144395,138.0,5494,938212738.0,2007,"['Adventure', 'Fantasy', 'Family', 'Mystery']",David Yates,7.4,788212738.0,6.254751586666667
150000000.0,101.250416,157.0,5608,895921036.0,2005,"['Adventure', 'Fantasy', 'Family']",Mike Newell,7.5,745921036.0,5.9728069066666665
150000000.0,56.758411,92.0,2961,624029371.0,2008,"['Fantasy', 'Action']",Peter Berg,6.2,474029371.0,4.160195806666667
150000000.0,70.867401,101.0,4853,585349010.0,2007,"['Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",Francis Lawrence,6.9,435349010.0,3.902326733333333
150000000.0,53.905592,115.0,3624,474968763.0,2005,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Tim Burton,6.7,324968763.0,3.16645842
150000000.0,65.677399,111.0,4369,623722818.0,2007,"['Animation', 'Comedy', 'Family', 'Fantasy']",Jan Pinkava,7.5,473722818.0,4.15815212
150000000.0,115.040024,140.0,7359,374218673.0,2005,"['Action', 'Crime', 'Drama']",Christopher Nolan,7.5,224218673.0,2.4947911533333333
150000000.0,44.141021,89.0,1810,603900354.0,2008,"['Family', 'Animation']",Eric Darnell,6.2,453900354.0,4.02600236
150000000.0,81.781591,105.0,1971,413106170.0,2009,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",Shawn Levy,5.9,263106170.0,2.7540411333333332
150000000.0,5.954334,107.0,4021,373062864.0,2009,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Gavin Hood,6.2,223062864.0,2.48708576
150000000.0,73.313918,129.0,3096,424988211.0,2003,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Lilly Wachowski,6.4,274988211.0,2.83325474
150000000.0,165.125366,102.0,5295,1274219009.0,2013,"['Animation', 'Adventure', 'Family']",Chris Buck,7.3,1124219009.0,8.494793393333333
150000000.0,70.78591,138.0,3443,738599701.0,2003,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",Lilly Wachowski,6.7,588599701.0,4.923998006666666
170000000.0,99.499595,112.0,4755,644571402.0,2013,"['Action', 'Adventure', 'Fantasy']",Alan Taylor,6.8,474571402.0,3.7915964823529413
150000000.0,434.278564,120.0,9427,378858340.0,2015,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",George Miller,7.2,228858340.0,2.5257222666666665
150000000.0,67.447636,138.0,2129,356613439.0,2009,"['Thriller', 'Mystery']",Ron Howard,6.5,206613439.0,2.3774229266666667
150000000.0,86.493424,115.0,6525,449326618.0,2011,"['Adventure', 'Fantasy', 'Action']",Kenneth Branagh,6.6,299326618.0,2.995510786666667
150000000.0,41.845878,98.0,1750,309979994.0,2008,"['Animation', 'Family', 'Adventure', 'Comedy']",Chris Williams,6.3,159979994.0,2.0665332933333334
150000000.0,26.710398,88.0,510,292817841.0,2009,"['Fantasy', 'Action', 'Adventure', 'Family', 'Comedy']",Hoyt Yeatman,5.1,142817841.0,1.95211894
150000000.0,44.927635,99.0,1431,301000000.0,2012,['Adventure'],Jonathan Liebesman,5.5,151000000.0,2.006666666666667
150000000.0,50.306728,113.0,2320,245527149.0,2012,"['Comedy', 'Fantasy']",Tim Burton,5.7,95527149.0,1.63684766
150000000.0,114.522237,131.0,3224,682330139.0,2015,"['Action', 'Adventure', 'Thriller']",Christopher McQuarrie,7.1,532330139.0,4.548867593333333
150000000.0,21.214571,102.0,549,51751835.0,2010,"['Drama', 'Horror', 'Thriller']",Joe Johnston,5.5,-98248165.0,0.3450122333333333
150000000.0,29.332905,91.0,1171,287594577.0,2007,"['Family', 'Animation', 'Adventure', 'Comedy']",Steve Hickner,5.7,137594577.0,1.91729718
150000000.0,51.247321,91.0,1880,665692281.0,2011,"['Animation', 'Family']",Jennifer Yuh Nelson,6.7,515692281.0,4.43794854
150000000.0,33.769336,103.0,1151,318502923.0,2010,"['Action', 'Adventure', 'Family', 'Fantasy']",M. Night Shyamalan,4.7,168502923.0,2.12335282
150000000.0,63.079003,126.0,2028,397850012.0,2006,"['Adventure', 'Action', 'Thriller']",J.J. Abrams,6.5,247850012.0,2.6523334133333334
150000000.0,39.004588,131.0,1891,205366737.0,2013,"['Action', 'Drama', 'Thriller']",Roland Emmerich,6.4,55366737.0,1.36911158
150000000.0,12.362599,88.0,199,38992758.0,2011,"['Adventure', 'Animation', 'Family']",Simon Wells,5.5,-111007242.0,0.25995172
149000000.0,22.550135,85.0,874,64459316.0,2006,"['Adventure', 'Animation', 'Comedy', 'Family']",David Bowers,6.0,-84540684.0,0.4326128590604027
150000000.0,48.03528,111.0,954,128388320.0,2015,"['Adventure', 'Family', 'Fantasy']",Joe Wright,5.9,-21611680.0,0.8559221333333333
145000000.0,38.73494,92.0,843,272912430.0,2014,"['Animation', 'Adventure', 'Family']",Rob Minkoff,6.7,127912430.0,1.8821546896551724
175000000.0,66.803149,163.0,2759,497409852.0,2004,"['Adventure', 'Drama', 'War']",Wolfgang Petersen,6.9,322409852.0,2.8423420114285713
145000000.0,44.989192,93.0,1808,746921274.0,2012,"['Animation', 'Family']",Conrad Vernon,6.4,601921274.0,5.1511812
140000000.0,54.159392,133.0,1092,431971116.0,2002,"['Adventure', 'Action', 'Thriller']",Lee Tamahori,5.8,291971116.0,3.0855079714285716
144000000.0,66.21806,116.0,2142,229147509.0,2016,"['Action', 'Fantasy', 'Comedy']",Paul Feig,5.3,85147509.0,1.5913021458333334
140000000.0,58.485967,151.0,2482,553799566.0,1998,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",Michael Bay,6.4,413799566.0,3.9557111857142857
140000000.0,91.332849,88.0,3114,441818803.0,2002,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",Barry Sonnenfeld,6.0,301818803.0,3.1558485928571427
70000000.0,35.601665,115.0,841,195735876.0,2007,"['Adventure', 'Action', 'Animation']",Robert Zemeckis,5.5,125735876.0,2.7962268
145000000.0,56.747978,95.0,1603,521170825.0,2016,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Jennifer Yuh Nelson,6.7,376170825.0,3.594281551724138
145000000.0,77.77477,133.0,3972,694713380.0,2011,"['Action', 'Thriller', 'Adventure']",Brad Bird,6.8,549713380.0,4.79112675862069
145000000.0,61.788035,97.0,1922,306941670.0,2012,"['Fantasy', 'Animation', 'Family']",Peter Ramsey,7.1,161941670.0,2.116839103448276
100000000.0,25.159168,90.0,627,202026112.0,2005,['Comedy'],Dean Parisot,5.9,102026112.0,2.02026112
140000000.0,52.341226,154.0,1895,456758981.0,2003,"['Drama', 'Action', 'War', 'History']",Edward Zwick,7.3,316758981.0,3.26256415
140000000.0,101.599427,150.0,1921,268031828.0,2014,"['Adventure', 'Drama', 'Action']",Ridley Scott,5.6,128031828.0,1.9145130571428572
150000000.0,73.616808,127.0,4518,385680446.0,2009,"['Science Fiction', 'Action', 'Adventure']",J.J. Abrams,7.4,235680446.0,2.5712029733333335
139000000.0,82.502566,121.0,5265,821708551.0,2002,"['Fantasy', 'Action']",Sam Raimi,6.8,682708551.0,5.911572309352518
145000000.0,100.21391,102.0,3106,609123048.0,2014,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",Dean DeBlois,7.6,464123048.0,4.200848606896551
140000000.0,56.257249,127.0,1277,150680864.0,2016,['Fantasy'],Alex Proyas,5.3,10680864.0,1.0762918857142858
135000000.0,17.88953,121.0,331,76932943.0,2005,['Action'],Rob Cohen,4.9,-58067057.0,0.5698736518518519
130000000.0,64.798873,163.0,2811,185258983.0,2009,"['Action', 'Mystery', 'Science Fiction']",Zack Snyder,7.0,55258983.0,1.4250691
140000000.0,24.855701,127.0,767,285444603.0,1998,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",Richard Donner,6.3,145444603.0,2.0388900214285712
137000000.0,34.981698,138.0,1533,245360480.0,2003,"['Drama', 'Action', 'Science Fiction']",Ang Lee,5.3,108360480.0,1.790952408759124
130000000.0,59.325589,110.0,3025,371876278.0,2013,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",Jon M. Chu,5.4,241876278.0,2.860586753846154
130000000.0,21.605568,124.0,434,119269486.0,2005,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",Breck Eisner,5.7,-10730514.0,0.9174575846153846
137000000.0,26.074908,106.0,433,85131830.0,2001,"['Adventure', 'Action', 'Animation', 'Fantasy', 'Science Fiction', 'Thriller']",Hironobu Sakaguchi,5.9,-51868170.0,0.6214002189781022
140000000.0,74.506246,124.0,7047,370569774.0,2011,"['Action', 'Adventure', 'Science Fiction']",Joe Johnston,6.6,230569774.0,2.646926957142857
135000000.0,39.604363,128.0,862,361832400.0,1999,"['Adventure', 'Action', 'Thriller']",Michael Apted,6.0,226832400.0,2.68024
150000000.0,36.973031,138.0,790,212011111.0,2003,['Adventure'],Peter Weir,6.9,62011111.0,1.4134074066666666
120000000.0,99.687084,115.0,2553,829000000.0,2012,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Bill Condon,6.1,709000000.0,6.908333333333333
130000000.0,17.7735,100.0,373,150406466.0,2011,"['Animation', 'Comedy', 'Family']",George Miller,5.8,20406466.0,1.1569728153846155
150000000.0,62.898336,114.0,3021,163712074.0,2008,"['Science Fiction', 'Action', 'Adventure']",Louis Leterrier,6.1,13712074.0,1.0914138266666666
140000000.0,44.19092,120.0,1000,183345589.0,2016,"['Adventure', 'Family', 'Fantasy']",Steven Spielberg,6.0,43345589.0,1.30961135
135000000.0,100.635882,156.0,6396,532950503.0,2015,"['Western', 'Drama', 'Adventure', 'Thriller']",Alejandro González Iñárritu,7.3,397950503.0,3.9477815037037036
135000000.0,44.765377,96.0,1074,282570682.0,2013,"['Animation', 'Family']",David Soren,6.1,147570682.0,2.093116162962963
135000000.0,29.91353,107.0,2051,245724603.0,2011,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",Gore Verbinski,6.6,110724603.0,1.8201822444444444
132000000.0,84.366984,92.0,1346,373552094.0,2014,"['Family', 'Animation', 'Adventure', 'Comedy']",Eric Darnell,6.5,241552094.0,2.829940106060606
70000000.0,45.381501,115.0,2888,442824138.0,2007,"['Action', 'Drama', 'Mystery', 'Thriller']",Paul Greengrass,7.3,372824138.0,6.326059114285714
130000000.0,84.689648,90.0,3145,631744560.0,2008,"['Adventure', 'Animation', 'Family', 'Comedy']",Mark Osborne,6.9,501744560.0,4.859573538461539
130000000.0,120.09361,117.0,5880,519311965.0,2015,"['Science Fiction', 'Action', 'Adventure']",Peyton Reed,7.0,389311965.0,3.9947074230769233
