budget,popularity,runtime,vote_count,revenue,release_year,profit,roi,genre_count,genres,keywords,director,main_cast,companies,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,vote_average
270000000.0,57.925623,154.0,1400,391081192.0,2006,121081192.0,1.4484488592592593,4,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']","['saving the world', 'dc comics', 'invulnerability', 'sequel', 'superhero', 'based on comic book', 'kryptonite', 'super powers', 'superhuman strength', 'lex luthor']",Bryan Singer,"['Brandon Routh', 'Kevin Spacey', 'Kate Bosworth']","['DC Comics', 'Legendary Pictures']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6377626857800489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7702329236189652,0.0,0.0,0.0,5.4
200000000.0,107.928811,106.0,2965,586090727.0,2008,386090727.0,2.930453635,4,"['Adventure', 'Action', 'Thriller', 'Crime']","['killing', 'undercover', 'secret agent', 'british secret service']",Marc Forster,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric']",['Eon Productions'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5034878472153959,0.6239249043290815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976769206388619,0.0,0.0,0.0,0.0,0.0,6.1
200000000.0,145.847379,151.0,5246,1065659812.0,2006,865659812.0,5.32829906,3,"['Adventure', 'Fantasy', 'Action']","['witch', 'fortune teller', 'bondage', 'exotic island', 'monster', 'captain', 'card game', 'east india trading company', 'compass', 'ship', 'daughter', 'pirate', 'swashbuckler', 'aftercreditsstinger']",Gore Verbinski,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
255000000.0,49.046956,149.0,2311,89289910.0,2013,-165710090.0,0.35015650980392155,3,"['Action', 'Adventure', 'Western']","['texas', 'horse', 'survivor', 'texas ranger', 'partner', 'outlaw', 'escape', 'lawyer', 'train', 'lone ranger', 'comanche', 'the lone ranger', 'tonto']",Gore Verbinski,"['Johnny Depp', 'Armie Hammer', 'William Fichtner']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
225000000.0,99.398009,143.0,6359,662845518.0,2013,437845518.0,2.94598008,4,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['saving the world', 'dc comics', 'superhero', 'based on comic book', 'superhuman', 'alien invasion', 'reboot', 'super powers', 'dc extended universe']",Zack Snyder,"['Henry Cavill', 'Amy Adams', 'Michael Shannon']","['Legendary Pictures', 'Warner Bros.']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129312934122068,0.0,0.0,0.0,0.0,0.39933039325558506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29792699507859527,0.0,0.0,0.0,0.6132617485069632,6.5
225000000.0,53.978602,150.0,1630,419651413.0,2008,194651413.0,1.8651173911111112,3,"['Adventure', 'Family', 'Fantasy']","['based on novel', 'fictional place', 'brother sister relationship', 'lion', 'human being', 'wretch', 'leap in time', 'matter of life and death', 'faith', 'uncle', 'narnia', 'fantasy world']",Andrew Adamson,"['Ben Barnes', 'William Moseley', 'Anna Popplewell']","['Walt Disney', 'Walden Media']",0.0,0.0,0.0,0.0,0.0,0.0,0.4329108470254797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3807389562275635,0.0,0.0,0.0,0.2741836089845653,0.0,0.0,0.0,0.0,0.0,0.5934096965302635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3774997500625136,0.0,0.0,0.31274312953161154,6.3
220000000.0,144.448633,143.0,11776,1519557910.0,2012,1299557910.0,6.907081409090909,3,"['Science Fiction', 'Action', 'Adventure']","['new york', 'shield', 'marvel comic', 'superhero', 'based on comic book', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe']",Joss Whedon,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']","['Paramount Pictures', 'Marvel Studios']",0.0,0.5491208327424593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4875615940465589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517159422045379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954232190658075,0.0,0.0,0.0,0.0,7.4
380000000.0,135.413856,136.0,4948,1045713802.0,2011,665713802.0,2.7518784263157894,3,"['Adventure', 'Action', 'Fantasy']","['sea', 'captain', 'mutiny', 'sword', 'prime minister', 'sailing', 'silver', 'ship', 'duke', 'mermaid', 'pirate', 'soldier', 'battle', 'swashbuckler', 'aftercreditsstinger', '3d']",Rob Marshall,"['Johnny Depp', 'Penélope Cruz', 'Ian McShane']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4081603832998881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3543693943565127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8413248087676287,0.0,0.0,0.0,0.0,0.0,6.4
225000000.0,52.035179,106.0,4160,624026776.0,2012,399026776.0,2.773452337777778,3,"['Action', 'Comedy', 'Science Fiction']","['time travel', 'time machine', 'alien', 'fictional government agency', 'seeing the future', 'changing history']",Barry Sonnenfeld,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin']","['Amblin Entertainment', 'Media Magik Entertainment']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2190793014374311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3254348968820342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8355260913323915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29248569691466436,0.0,0.24988928623737844,6.2
250000000.0,120.965743,144.0,4760,956019788.0,2014,706019788.0,3.824079152,3,"['Action', 'Adventure', 'Fantasy']","['corruption', 'elves', 'dwarves', 'orcs', 'middle-earth (tolkien)', 'hobbit', 'dragon', 'battle', 'unlikely friendship', 'epic battle', 'sword and sorcery']",Peter Jackson,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage']","['WingNut Films', 'New Line Cinema']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1
215000000.0,89.866276,136.0,6586,752215857.0,2012,537215857.0,3.4986784046511628,3,"['Action', 'Adventure', 'Fantasy']","['loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering', 'social outcast', 'duringcreditsstinger']",Marc Webb,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans']","['Columbia Pictures', 'Laura Ziskin Productions']",0.0,0.5889526781756,0.0,0.0,0.0,0.0,0.0,0.0,0.5291198778859871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28102147082883,0.0,0.0,0.19133939130910424,0.0,0.0,0.2813070776794234,0.2181306006309916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2818817626541097,0.0,0.0,0.22674017941513247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
200000000.0,37.668301,140.0,1398,310669540.0,2010,110669540.0,1.5533477,2,"['Action', 'Adventure']","['robin hood', 'archer', 'knight', 'sherwood forest', 'bow and arrow', 'middle ages', 'medieval', 'king of england']",Ridley Scott,"['Russell Crowe', 'Cate Blanchett', 'Max von Sydow']","['Imagine Entertainment', 'Universal Pictures']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5488284619761761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5148140219349957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6585999105253346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
250000000.0,94.370564,161.0,4524,958400000.0,2013,708400000.0,3.8336,2,"['Adventure', 'Fantasy']","['elves', 'dwarves', 'orcs', 'hobbit', 'dragon', 'wizard', 'sword and sorcery']",Peter Jackson,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage']","['WingNut Films', 'New Line Cinema']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
180000000.0,42.990906,113.0,1303,372234864.0,2007,192234864.0,2.0679714666666666,2,"['Adventure', 'Fantasy']","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polar bear', 'orphan', 'animal', 'based on young adult novel']",Chris Weitz,"['Dakota Blue Richards', 'Nicole Kidman', 'Daniel Craig']","['New Line Cinema', 'Ingenious Film Partners']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7453793153747592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666405899819295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
207000000.0,61.22601,187.0,2337,550000000.0,2005,343000000.0,2.657004830917874,3,"['Adventure', 'Drama', 'Action']","['film business', 'screenplay', 'show business', 'film making', 'film producer', 'exotic island', 'monster', 'indigenous', 'ship', 'dinosaur']",Peter Jackson,"['Naomi Watts', 'Jack Black', 'Adrien Brody']","['WingNut Films', 'Universal Pictures']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4961623907701768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5081371546653031,0.0,0.0,0.7040024957582695,0.0,6.6
200000000.0,100.025899,194.0,7562,1845034188.0,1997,1645034188.0,9.22517094,3,"['Drama', 'Romance', 'Thriller']","['shipwreck', 'iceberg', 'ship', 'panic', 'titanic', 'ocean liner', 'epic', 'rich woman - poor man', 'love', 'disaster', 'tragic love', 'class differences', 'imax', 'star crossed lovers', 'steerage', 'salvage', 'rich snob', '3d', '1910s']",James Cameron,"['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher']","['Paramount Pictures', 'Twentieth Century Fox Film Corporation']",0.0,0.0,0.2885550403447582,0.0,0.0,0.29323027210068586,0.0,0.0,0.0,0.0,0.0,0.2867666224762947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19445576721349173,0.0,0.0,0.0,0.0,0.29323027210068586,0.0,0.2588079361347074,0.0,0.0,0.0,0.0,0.2864728169425726,0.0,0.0,0.46086626746989584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2738616774175724,0.0,0.2677293649798,0.25961161195667537,0.0,0.2218028474387811,7.5
250000000.0,198.372395,147.0,7241,1153304495.0,2016,903304495.0,4.61321798,3,"['Adventure', 'Action', 'Science Fiction']","['civil war', 'war', 'marvel comic', 'sequel', 'superhero', 'based on comic book', 'imax', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', '3d']",Anthony Russo,"['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson']","['Studio Babelsberg', 'Marvel Studios']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7170249907102078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970474608640549,0.0,0.0,0.0,0.0,7.1
209000000.0,64.928382,131.0,2114,303025485.0,2012,94025485.0,1.4498827033492823,4,"['Thriller', 'Action', 'Adventure', 'Science Fiction']","['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on board game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']",Peter Berg,"['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna']","['Universal Pictures', 'Hasbro']",0.0,0.6557293000607864,0.0,0.0,0.0,0.0,0.0,0.0,0.5891125382928966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472192230207033,0.0,0.0,0.0,0.0,5.5
150000000.0,418.708552,124.0,8662,1513528810.0,2015,1363528810.0,10.090192066666667,4,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['monster', 'dna', 'tyrannosaurus rex', 'velociraptor', 'island', 'sequel', 'suspense', 'disaster', 'escape', 'dinosaur', 'amusement park', 'animal attack', 'theme park', 'jurassic park', '3d', 'animal horror']",Colin Trevorrow,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan']","['Universal Studios', 'Amblin Entertainment']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6387206969148149,0.0,0.7694386728860547,0.0,0.0,6.5
200000000.0,93.004993,143.0,7604,1108561013.0,2012,908561013.0,5.542805065,3,"['Action', 'Adventure', 'Thriller']","['spy', 'secret agent', 'sociopath', 'killer', 'art gallery', 'british secret service', 'istanbul turkey', 'imax', 'uzi', 'booby trap', 'impersonating a police officer', 'macao']",Sam Mendes,"['Daniel Craig', 'Judi Dench', 'Javier Bardem']",['Columbia Pictures'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5044815263254124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6917831025491418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5166570706221545,0.0,0.0,0.0,0.0,6.9
